Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
20.1625      -30034.928   -30042.383        7.455   300.4
20.1650      -30034.927   -30041.969        7.042   283.8
20.1675      -30034.925   -30042.041        7.116   286.7
20.1700      -30034.920   -30041.736        6.817   274.7
20.1725      -30034.926   -30042.625        7.699   310.2
20.1750      -30034.926   -30042.451        7.526   303.2
20.1775      -30034.925   -30042.574        7.649   308.2
20.1800      -30034.926   -30042.369        7.444   299.9
20.1825      -30034.927   -30042.184        7.257   292.4
20.1850      -30034.924   -30041.980        7.057   284.3
20.1875      -30034.920   -30041.428        6.508   262.2
20.1900      -30034.922   -30041.875        6.953   280.2
20.1925      -30034.918   -30042.158        7.240   291.7
20.1950      -30034.921   -30042.916        7.995   322.1
20.1975      -30034.921   -30042.797        7.876   317.4
20.2000      -30034.926   -30042.877        7.951   320.4
20.2025      -30034.926   -30042.566        7.641   307.9
20.2050      -30034.927   -30042.705        7.778   313.4
20.2075      -30034.926   -30042.539        7.613   306.8
20.2100      -30034.930   -30042.516        7.586   305.7
20.2125      -30034.930   -30042.883        7.953   320.4
20.2150      -30034.936   -30042.797        7.861   316.7
20.2175      -30034.939   -30042.984        8.045   324.2
20.2200      -30034.937   -30042.557        7.619   307.0
20.2225      -30034.941   -30042.668        7.727   311.4
20.2250      -30034.938   -30042.340        7.402   298.3
20.2275      -30034.943   -30042.359        7.416   298.8
20.2300      -30034.940   -30042.416        7.476   301.2
20.2325      -30034.939   -30042.461        7.522   303.1
20.2350      -30034.943   -30042.590        7.646   308.1
20.2375      -30034.944   -30042.533        7.590   305.8
20.2400      -30034.948   -30042.725        7.777   313.4
20.2425      -30034.946   -30042.506        7.560   304.6
20.2450      -30034.947   -30042.480        7.534   303.6
20.2475      -30034.943   -30042.051        7.107   286.4
20.2500      -30034.944   -30042.506        7.562   304.7
20.2525      -30034.941   -30042.182        7.240   291.7
20.2550      -30034.948   -30042.391        7.443   299.9
20.2575      -30034.944   -30042.092        7.148   288.0
20.2600      -30034.945   -30042.594        7.649   308.2
20.2625      -30034.942   -30042.461        7.519   302.9
20.2650      -30034.945   -30042.221        7.276   293.2
20.2675      -30034.942   -30042.314        7.372   297.0
20.2700      -30034.943   -30042.232        7.289   293.7
20.2725      -30034.943   -30042.547        7.604   306.4
20.2750      -30034.942   -30041.670        6.728   271.1
20.2775      -30034.943   -30042.209        7.266   292.8
20.2800      -30034.940   -30042.000        7.060   284.5
20.2825      -30034.941   -30042.404        7.464   300.7
20.2850      -30034.939   -30042.094        7.154   288.3
20.2875      -30034.940   -30042.336        7.396   298.0
20.2900      -30034.942   -30042.574        7.632   307.5
20.2925      -30034.940   -30042.240        7.301   294.2
20.2950      -30034.940   -30041.971        7.031   283.3
20.2975      -30034.937   -30042.051        7.114   286.6
20.3000      -30034.938   -30042.072        7.134   287.5
20.3025      -30034.936   -30041.936        7.000   282.1
20.3050      -30034.932   -30041.809        6.877   277.1
20.3075      -30034.929   -30042.141        7.212   290.6
20.3100      -30034.931   -30042.439        7.508   302.5
20.3125      -30034.927   -30041.992        7.065   284.7
20.3150      -30034.932   -30042.248        7.316   294.8
20.3175      -30034.928   -30042.117        7.189   289.7
20.3200      -30034.930   -30042.814        7.884   317.7
20.3225      -30034.931   -30042.184        7.253   292.2
20.3250      -30034.935   -30042.836        7.901   318.4
20.3275      -30034.932   -30042.588        7.655   308.5
20.3300      -30034.938   -30042.809        7.870   317.1
20.3325      -30034.935   -30042.373        7.438   299.7
20.3350      -30034.937   -30042.492        7.556   304.4
20.3375      -30034.939   -30042.953        8.014   322.9
20.3400      -30034.939   -30042.703        7.764   312.9
20.3425      -30034.947   -30043.139        8.192   330.1
20.3450      -30034.944   -30042.676        7.731   311.5
20.3475      -30034.954   -30043.168        8.214   331.0
20.3500      -30034.954   -30042.736        7.783   313.6
20.3525      -30034.957   -30042.605        7.648   308.2
20.3550      -30034.958   -30042.445        7.487   301.7
20.3575      -30034.956   -30042.594        7.637   307.7
20.3600      -30034.961   -30042.672        7.711   310.7
20.3625      -30034.959   -30042.371        7.412   298.7
20.3650      -30034.962   -30042.488        7.526   303.3
20.3675      -30034.962   -30042.537        7.575   305.2
20.3700      -30034.964   -30042.561        7.597   306.1
20.3725      -30034.965   -30042.209        7.244   291.9
20.3750      -30034.966   -30042.328        7.362   296.7
20.3775      -30034.964   -30042.609        7.645   308.0
20.3800      -30034.962   -30042.156        7.195   289.9
20.3825      -30034.962   -30041.840        6.878   277.1
20.3850      -30034.958   -30041.889        6.930   279.2
20.3875      -30034.960   -30042.354        7.394   297.9
20.3900      -30034.958   -30042.316        7.359   296.5
20.3925      -30034.958   -30042.078        7.120   286.9
20.3950      -30034.958   -30042.266        7.308   294.5
20.3975      -30034.957   -30042.367        7.410   298.6
20.4000      -30034.955   -30042.102        7.146   287.9
20.4025      -30034.954   -30041.922        6.968   280.8
20.4050      -30034.955   -30042.449        7.495   302.0
20.4075      -30034.955   -30042.840        7.885   317.7
20.4100      -30034.958   -30042.951        7.993   322.1
20.4125      -30034.958   -30042.725        7.766   312.9
20.4150      -30034.960   -30043.139        8.179   329.5
20.4175      -30034.964   -30043.107        8.144   328.1
20.4200      -30034.970   -30042.793        7.823   315.2
20.4225      -30034.969   -30042.428        7.459   300.5
20.4250      -30034.969   -30042.621        7.652   308.3
20.4275      -30034.969   -30042.660        7.691   309.9
20.4300      -30034.974   -30042.494        7.520   303.0
20.4325      -30034.971   -30042.334        7.363   296.7
20.4350      -30034.970   -30042.371        7.401   298.2
20.4375      -30034.971   -30042.434        7.462   300.7
20.4400      -30034.971   -30042.277        7.306   294.4
20.4425      -30034.971   -30042.252        7.281   293.4
20.4450      -30034.969   -30042.570        7.601   306.3
20.4475      -30034.972   -30042.617        7.645   308.1
20.4500      -30034.974   -30042.660        7.686   309.7
20.4525      -30034.973   -30042.371        7.398   298.1
20.4550      -30034.975   -30042.828        7.854   316.4
20.4575      -30034.979   -30042.730        7.751   312.3
20.4600      -30034.982   -30042.795        7.813   314.8
20.4625      -30034.979   -30042.268        7.289   293.7
20.4650      -30034.978   -30042.352        7.373   297.1
20.4675      -30034.979   -30042.324        7.346   296.0
20.4700      -30034.980   -30042.438        7.457   300.5
20.4725      -30034.975   -30042.285        7.310   294.5
20.4750      -30034.977   -30042.629        7.652   308.3
20.4775      -30034.980   -30042.977        7.996   322.2
20.4800      -30034.985   -30043.080        8.095   326.2
20.4825      -30034.988   -30042.828        7.840   315.9
20.4850      -30034.989   -30042.814        7.825   315.3
20.4875      -30034.991   -30042.512        7.521   303.0
20.4900      -30034.995   -30042.441        7.447   300.1
20.4925      -30034.988   -30041.867        6.879   277.2
20.4950      -30034.994   -30042.471        7.477   301.3
20.4975      -30034.987   -30042.355        7.368   296.9
20.5000      -30034.991   -30042.717        7.726   311.3
20.5025      -30034.991   -30042.326        7.336   295.6
20.5050      -30034.993   -30042.777        7.784   313.6
20.5075      -30034.995   -30042.648        7.653   308.4
20.5100      -30034.994   -30042.441        7.447   300.1
20.5125      -30034.997   -30042.340        7.343   295.9
20.5150      -30034.995   -30042.094        7.099   286.0
20.5175      -30034.997   -30042.430        7.433   299.5
20.5200      -30034.993   -30041.953        6.960   280.5
20.5225      -30034.994   -30042.480        7.486   301.7
20.5250      -30034.988   -30042.299        7.310   294.6
20.5275      -30034.994   -30042.705        7.711   310.7
20.5300      -30034.993   -30042.209        7.216   290.7
20.5325      -30034.992   -30042.053        7.061   284.5
20.5350      -30034.992   -30042.336        7.344   295.9
20.5375      -30034.989   -30042.227        7.237   291.6
20.5400      -30034.989   -30042.527        7.539   303.8
20.5425      -30034.990   -30042.295        7.305   294.4
20.5450      -30034.992   -30042.734        7.742   312.0
20.5475      -30034.991   -30042.332        7.341   295.8
20.5500      -30034.993   -30042.400        7.408   298.5
20.5525      -30034.991   -30042.150        7.159   288.5
20.5550      -30034.990   -30042.420        7.430   299.4
20.5575      -30034.989   -30042.484        7.495   302.0
20.5600      -30034.989   -30042.299        7.310   294.5
20.5625      -30034.990   -30042.695        7.706   310.5
20.5650      -30034.990   -30042.426        7.436   299.6
20.5675      -30034.994   -30043.012        8.018   323.1
20.5700      -30034.990   -30042.252        7.261   292.6
20.5725      -30034.998   -30042.906        7.909   318.7
20.5750      -30034.990   -30042.227        7.237   291.6
20.5775      -30034.999   -30042.793        7.794   314.0
20.5800      -30034.994   -30042.121        7.128   287.2
20.5825      -30034.995   -30042.322        7.328   295.3
20.5850      -30034.999   -30042.547        7.548   304.1
20.5875      -30034.996   -30042.096        7.099   286.1
20.5900      -30034.996   -30042.285        7.289   293.7
20.5925      -30034.992   -30041.600        6.607   266.2
20.5950      -30034.993   -30042.467        7.474   301.1
20.5975      -30034.986   -30042.174        7.188   289.6
20.6000      -30034.993   -30042.475        7.482   301.5
20.6025      -30034.991   -30042.367        7.376   297.2
20.6050      -30034.991   -30042.453        7.462   300.7
20.6075      -30034.995   -30042.711        7.716   310.9
20.6100      -30034.993   -30042.328        7.336   295.6
20.6125      -30034.997   -30042.887        7.890   317.9
20.6150      -30034.994   -30042.590        7.596   306.1
20.6175      -30034.997   -30042.893        7.896   318.1
20.6200      -30034.998   -30042.395        7.396   298.0
20.6225      -30034.999   -30042.045        7.046   283.9
20.6250      -30035.000   -30042.025        7.026   283.1
20.6275      -30034.990   -30041.676        6.686   269.4
20.6300      -30034.994   -30042.152        7.158   288.4
20.6325      -30034.988   -30041.975        6.987   281.5
20.6350      -30034.994   -30042.711        7.717   310.9
20.6375      -30034.992   -30042.582        7.590   305.8
20.6400      -30034.992   -30042.639        7.647   308.1
20.6425      -30034.993   -30042.098        7.104   286.3
20.6450      -30034.992   -30042.027        7.036   283.5
20.6475      -30034.990   -30041.805        6.815   274.6
20.6500      -30034.983   -30041.852        6.869   276.8
20.6525      -30034.985   -30042.074        7.089   285.7
20.6550      -30034.985   -30042.408        7.423   299.1
20.6575      -30034.985   -30042.578        7.593   306.0
20.6600      -30034.983   -30042.566        7.583   305.5
20.6625      -30034.986   -30042.654        7.668   309.0
20.6650      -30034.986   -30042.561        7.574   305.2
20.6675      -30034.990   -30042.598        7.608   306.5
20.6700      -30034.987   -30042.488        7.502   302.3
20.6725      -30034.987   -30042.438        7.451   300.2
20.6750      -30034.988   -30042.275        7.288   293.6
20.6775      -30034.986   -30041.988        7.003   282.2
20.6800      -30034.986   -30042.199        7.213   290.6
20.6825      -30034.984   -30042.174        7.190   289.7
20.6850      -30034.984   -30042.748        7.764   312.8
20.6875      -30034.985   -30042.426        7.441   299.8
20.6900      -30034.990   -30042.961        7.971   321.2
20.6925      -30034.986   -30042.504        7.518   302.9
20.6950      -30034.989   -30042.580        7.591   305.9
20.6975      -30034.988   -30041.932        6.944   279.8
20.7000      -30034.988   -30042.033        7.045   283.9
20.7025      -30034.986   -30041.654        6.668   268.7
20.7050      -30034.982   -30041.791        6.809   274.4
